Initializing Parameters Merge
Initializing Parameters Split
Reading train dataset for 1 scales
Reading train dataset for 2 scales
Reading train dataset for 3 scales
Reading test dataset for 5 scales
TRAINING --> | Epoch 0 | Iter 0 / 8192 | Loss 85.96346282958984 | Accuracy Train 0.0 | Elapsed 1.333191156387329 | dynamic True | Learning Rate 0.001
TRAINING --> | Epoch 8 | Iter 4992 / 8192 | Loss 0.22338466346263885 | Accuracy Train 0.9140625 | Elapsed 0.8934924602508545 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5120 / 8192 | Loss 0.3098641037940979 | Accuracy Train 0.8359375 | Elapsed 0.8938229084014893 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5248 / 8192 | Loss 0.21666574478149414 | Accuracy Train 0.9140625 | Elapsed 0.8923730850219727 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5376 / 8192 | Loss 0.2681862413883209 | Accuracy Train 0.890625 | Elapsed 0.8901739120483398 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5504 / 8192 | Loss 0.17676600813865662 | Accuracy Train 0.9375 | Elapsed 0.8923099040985107 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5632 / 8192 | Loss 0.3097679615020752 | Accuracy Train 0.8828125 | Elapsed 0.8923919200897217 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5760 / 8192 | Loss 0.19917015731334686 | Accuracy Train 0.9140625 | Elapsed 0.8886423110961914 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 5888 / 8192 | Loss 0.24457693099975586 | Accuracy Train 0.9453125 | Elapsed 0.8900489807128906 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6016 / 8192 | Loss 0.30935922265052795 | Accuracy Train 0.8984375 | Elapsed 0.9286856651306152 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6144 / 8192 | Loss 0.2664233446121216 | Accuracy Train 0.890625 | Elapsed 0.8925962448120117 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6272 / 8192 | Loss 0.2641339898109436 | Accuracy Train 0.890625 | Elapsed 0.8928196430206299 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6400 / 8192 | Loss 0.18703524768352509 | Accuracy Train 0.8828125 | Elapsed 0.8904063701629639 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6528 / 8192 | Loss 0.24831442534923553 | Accuracy Train 0.9140625 | Elapsed 0.8919384479522705 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6656 / 8192 | Loss 0.33683115243911743 | Accuracy Train 0.84375 | Elapsed 0.8925385475158691 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6784 / 8192 | Loss 0.255109965801239 | Accuracy Train 0.8671875 | Elapsed 0.8957188129425049 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 6912 / 8192 | Loss 0.26921412348747253 | Accuracy Train 0.875 | Elapsed 0.902137279510498 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7040 / 8192 | Loss 0.26975420117378235 | Accuracy Train 0.828125 | Elapsed 0.8917629718780518 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7168 / 8192 | Loss 0.23186060786247253 | Accuracy Train 0.90625 | Elapsed 0.8932857513427734 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7296 / 8192 | Loss 0.2276872843503952 | Accuracy Train 0.90625 | Elapsed 0.8932068347930908 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7424 / 8192 | Loss 0.2284504622220993 | Accuracy Train 0.890625 | Elapsed 0.8894743919372559 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7552 / 8192 | Loss 0.2232813537120819 | Accuracy Train 0.90625 | Elapsed 0.8901820182800293 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7680 / 8192 | Loss 0.2608015835285187 | Accuracy Train 0.859375 | Elapsed 0.919323205947876 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7808 / 8192 | Loss 0.2395884245634079 | Accuracy Train 0.8984375 | Elapsed 0.892622709274292 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 7936 / 8192 | Loss 0.27191591262817383 | Accuracy Train 0.859375 | Elapsed 0.894089937210083 | dynamic True | Learning Rate 0.00011111111111111112
TRAINING --> | Epoch 8 | Iter 8064 / 8192 | Loss 0.18213902413845062 | Accuracy Train 0.9140625 | Elapsed 0.8907511234283447 | dynamic True | Learning Rate 0.00011111111111111112
Saving model parameters
TRAINING --> | Epoch 9 | Iter 0 / 8192 | Loss 0.31600749492645264 | Accuracy Train 0.84375 | Elapsed 0.8945653438568115 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 128 / 8192 | Loss 0.2656891942024231 | Accuracy Train 0.84375 | Elapsed 0.892733097076416 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 256 / 8192 | Loss 0.26648586988449097 | Accuracy Train 0.921875 | Elapsed 0.8934431076049805 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 384 / 8192 | Loss 0.2579595446586609 | Accuracy Train 0.90625 | Elapsed 0.8906707763671875 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 512 / 8192 | Loss 0.2699815630912781 | Accuracy Train 0.8671875 | Elapsed 0.891028642654419 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 640 / 8192 | Loss 0.2802271842956543 | Accuracy Train 0.8671875 | Elapsed 0.9190702438354492 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 768 / 8192 | Loss 0.2701876163482666 | Accuracy Train 0.8984375 | Elapsed 0.9360394477844238 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 896 / 8192 | Loss 0.22579877078533173 | Accuracy Train 0.90625 | Elapsed 0.9251434803009033 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1024 / 8192 | Loss 0.29220056533813477 | Accuracy Train 0.90625 | Elapsed 0.9219620227813721 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1152 / 8192 | Loss 0.25703370571136475 | Accuracy Train 0.859375 | Elapsed 0.8932490348815918 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1280 / 8192 | Loss 0.22488388419151306 | Accuracy Train 0.8984375 | Elapsed 0.8949189186096191 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1408 / 8192 | Loss 0.23129074275493622 | Accuracy Train 0.8984375 | Elapsed 0.8942861557006836 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1536 / 8192 | Loss 0.16127189993858337 | Accuracy Train 0.9453125 | Elapsed 0.9160857200622559 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1664 / 8192 | Loss 0.2558266520500183 | Accuracy Train 0.921875 | Elapsed 0.892223596572876 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1792 / 8192 | Loss 0.30579352378845215 | Accuracy Train 0.796875 | Elapsed 0.8939731121063232 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 1920 / 8192 | Loss 0.18565094470977783 | Accuracy Train 0.9609375 | Elapsed 0.894024133682251 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2048 / 8192 | Loss 0.17955493927001953 | Accuracy Train 0.9453125 | Elapsed 0.8939504623413086 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2176 / 8192 | Loss 0.29384681582450867 | Accuracy Train 0.9296875 | Elapsed 0.8909025192260742 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2304 / 8192 | Loss 0.25222262740135193 | Accuracy Train 0.875 | Elapsed 0.8930494785308838 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2432 / 8192 | Loss 0.25321564078330994 | Accuracy Train 0.8984375 | Elapsed 0.8932185173034668 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2560 / 8192 | Loss 0.28346383571624756 | Accuracy Train 0.890625 | Elapsed 0.8943657875061035 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2688 / 8192 | Loss 0.22964052855968475 | Accuracy Train 0.8828125 | Elapsed 0.896385908126831 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2816 / 8192 | Loss 0.32579728960990906 | Accuracy Train 0.84375 | Elapsed 0.8932645320892334 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 2944 / 8192 | Loss 0.21000289916992188 | Accuracy Train 0.90625 | Elapsed 0.8932552337646484 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3072 / 8192 | Loss 0.2985405921936035 | Accuracy Train 0.90625 | Elapsed 0.8945910930633545 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3200 / 8192 | Loss 0.24635933339595795 | Accuracy Train 0.875 | Elapsed 0.8944239616394043 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3328 / 8192 | Loss 0.26595592498779297 | Accuracy Train 0.84375 | Elapsed 0.8958117961883545 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3456 / 8192 | Loss 0.24571184813976288 | Accuracy Train 0.8984375 | Elapsed 0.9237110614776611 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3584 / 8192 | Loss 0.31653884053230286 | Accuracy Train 0.859375 | Elapsed 0.9150972366333008 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3712 / 8192 | Loss 0.2382746934890747 | Accuracy Train 0.890625 | Elapsed 0.933321475982666 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3840 / 8192 | Loss 0.29884451627731323 | Accuracy Train 0.8046875 | Elapsed 0.8983724117279053 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 3968 / 8192 | Loss 0.3410770893096924 | Accuracy Train 0.859375 | Elapsed 0.8959612846374512 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4096 / 8192 | Loss 0.24267666041851044 | Accuracy Train 0.8984375 | Elapsed 0.8941612243652344 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4224 / 8192 | Loss 0.27059268951416016 | Accuracy Train 0.875 | Elapsed 0.8947765827178955 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4352 / 8192 | Loss 0.18339328467845917 | Accuracy Train 0.90625 | Elapsed 0.8967838287353516 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4480 / 8192 | Loss 0.2349713295698166 | Accuracy Train 0.8984375 | Elapsed 0.8970170021057129 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4608 / 8192 | Loss 0.23936526477336884 | Accuracy Train 0.875 | Elapsed 1.7076377868652344 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4736 / 8192 | Loss 0.2359127253293991 | Accuracy Train 0.84375 | Elapsed 0.9046382904052734 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4864 / 8192 | Loss 0.26151588559150696 | Accuracy Train 0.8515625 | Elapsed 0.9344725608825684 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 4992 / 8192 | Loss 0.21821102499961853 | Accuracy Train 0.921875 | Elapsed 0.9284567832946777 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5120 / 8192 | Loss 0.20340445637702942 | Accuracy Train 0.8984375 | Elapsed 0.8970625400543213 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5248 / 8192 | Loss 0.22840094566345215 | Accuracy Train 0.9140625 | Elapsed 0.8966467380523682 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5376 / 8192 | Loss 0.26544737815856934 | Accuracy Train 0.890625 | Elapsed 0.8940310478210449 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5504 / 8192 | Loss 0.19277572631835938 | Accuracy Train 0.8984375 | Elapsed 0.8965551853179932 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5632 / 8192 | Loss 0.2638032138347626 | Accuracy Train 0.875 | Elapsed 0.8980569839477539 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5760 / 8192 | Loss 0.20190992951393127 | Accuracy Train 0.9140625 | Elapsed 0.9384844303131104 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 5888 / 8192 | Loss 0.23730981349945068 | Accuracy Train 0.9296875 | Elapsed 0.8997929096221924 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6016 / 8192 | Loss 0.23117399215698242 | Accuracy Train 0.9140625 | Elapsed 0.8977603912353516 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6144 / 8192 | Loss 0.23230263590812683 | Accuracy Train 0.8828125 | Elapsed 0.8959147930145264 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6272 / 8192 | Loss 0.198999285697937 | Accuracy Train 0.90625 | Elapsed 0.8963620662689209 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6400 / 8192 | Loss 0.16641303896903992 | Accuracy Train 0.890625 | Elapsed 0.8966038227081299 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6528 / 8192 | Loss 0.25364017486572266 | Accuracy Train 0.859375 | Elapsed 0.9319336414337158 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6656 / 8192 | Loss 0.2642417550086975 | Accuracy Train 0.8984375 | Elapsed 0.894310712814331 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6784 / 8192 | Loss 0.27460068464279175 | Accuracy Train 0.8828125 | Elapsed 0.8962585926055908 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 6912 / 8192 | Loss 0.25882160663604736 | Accuracy Train 0.8359375 | Elapsed 0.8957717418670654 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7040 / 8192 | Loss 0.19570398330688477 | Accuracy Train 0.8828125 | Elapsed 0.8968443870544434 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7168 / 8192 | Loss 0.22742098569869995 | Accuracy Train 0.921875 | Elapsed 0.9183459281921387 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7296 / 8192 | Loss 0.23866555094718933 | Accuracy Train 0.90625 | Elapsed 0.896106481552124 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7424 / 8192 | Loss 0.23910066485404968 | Accuracy Train 0.8984375 | Elapsed 0.8984098434448242 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7552 / 8192 | Loss 0.2347985953092575 | Accuracy Train 0.859375 | Elapsed 0.8974342346191406 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7680 / 8192 | Loss 0.25069552659988403 | Accuracy Train 0.875 | Elapsed 0.9032340049743652 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7808 / 8192 | Loss 0.2695556879043579 | Accuracy Train 0.875 | Elapsed 0.9370806217193604 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 7936 / 8192 | Loss 0.23107318580150604 | Accuracy Train 0.8984375 | Elapsed 0.8960061073303223 | dynamic True | Learning Rate 0.0001
TRAINING --> | Epoch 9 | Iter 8064 / 8192 | Loss 0.15440425276756287 | Accuracy Train 0.921875 | Elapsed 0.8973467350006104 | dynamic True | Learning Rate 0.0001
Saving model parameters
TRAINING --> | Epoch 10 | Iter 0 / 8192 | Loss 0.30107372999191284 | Accuracy Train 0.8671875 | Elapsed 0.920250654220581 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 128 / 8192 | Loss 0.24098742008209229 | Accuracy Train 0.90625 | Elapsed 0.9141912460327148 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 256 / 8192 | Loss 0.2434547394514084 | Accuracy Train 0.8984375 | Elapsed 0.8983249664306641 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 384 / 8192 | Loss 0.3422197699546814 | Accuracy Train 0.9140625 | Elapsed 0.8947224617004395 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 512 / 8192 | Loss 0.26047754287719727 | Accuracy Train 0.890625 | Elapsed 0.8960742950439453 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 640 / 8192 | Loss 0.23060725629329681 | Accuracy Train 0.8828125 | Elapsed 0.8962867259979248 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 768 / 8192 | Loss 0.28790050745010376 | Accuracy Train 0.890625 | Elapsed 0.9084117412567139 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 896 / 8192 | Loss 0.21839426457881927 | Accuracy Train 0.8984375 | Elapsed 0.8997657299041748 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1024 / 8192 | Loss 0.3599660098552704 | Accuracy Train 0.859375 | Elapsed 0.8940305709838867 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1152 / 8192 | Loss 0.23034650087356567 | Accuracy Train 0.8515625 | Elapsed 0.896125316619873 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1280 / 8192 | Loss 0.20908771455287933 | Accuracy Train 0.8984375 | Elapsed 0.8960103988647461 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1408 / 8192 | Loss 0.2127460241317749 | Accuracy Train 0.8984375 | Elapsed 0.9482240676879883 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1536 / 8192 | Loss 0.15650248527526855 | Accuracy Train 0.9453125 | Elapsed 0.9019603729248047 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1664 / 8192 | Loss 0.22357439994812012 | Accuracy Train 0.8984375 | Elapsed 0.8953945636749268 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1792 / 8192 | Loss 0.2775115668773651 | Accuracy Train 0.8515625 | Elapsed 0.8951597213745117 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 1920 / 8192 | Loss 0.16752466559410095 | Accuracy Train 0.953125 | Elapsed 0.8961386680603027 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2048 / 8192 | Loss 0.1905531883239746 | Accuracy Train 0.9296875 | Elapsed 0.9268534183502197 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2176 / 8192 | Loss 0.33736833930015564 | Accuracy Train 0.9140625 | Elapsed 0.8971967697143555 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2304 / 8192 | Loss 0.23688648641109467 | Accuracy Train 0.90625 | Elapsed 0.9010357856750488 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2432 / 8192 | Loss 0.2634974420070648 | Accuracy Train 0.875 | Elapsed 0.8949437141418457 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2560 / 8192 | Loss 0.21546918153762817 | Accuracy Train 0.90625 | Elapsed 0.8960497379302979 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2688 / 8192 | Loss 0.23584358394145966 | Accuracy Train 0.875 | Elapsed 0.8968722820281982 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2816 / 8192 | Loss 0.2787182331085205 | Accuracy Train 0.8671875 | Elapsed 0.9228775501251221 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 2944 / 8192 | Loss 0.2026500552892685 | Accuracy Train 0.921875 | Elapsed 0.9015748500823975 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 3072 / 8192 | Loss 0.252107709646225 | Accuracy Train 0.90625 | Elapsed 0.8959603309631348 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 3200 / 8192 | Loss 0.24952970445156097 | Accuracy Train 0.859375 | Elapsed 0.8974180221557617 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 3328 / 8192 | Loss 0.258536159992218 | Accuracy Train 0.84375 | Elapsed 0.8983228206634521 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 3456 / 8192 | Loss 0.23326796293258667 | Accuracy Train 0.90625 | Elapsed 0.9053773880004883 | dynamic True | Learning Rate 9.090909090909092e-05
TRAINING --> | Epoch 10 | Iter 3584 / 8192 | Loss 0.32446855306625366 | Accuracy Train 0.8359375 | Elapsed 0.9008307456970215 | dynamic True | Learning Rate 9.090909090909092e-05
